"position","const","created","modified","description","Title","Title type","Directors","ForPeopleNotSheeple rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"1088","tt0227916","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Last Days of World War II","Documentary","","","7.6","50","1995","documentary, history, war","76","1995","http://www.imdb.com/title/tt0227916/"
"1089","tt0243872","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Third Reich, in Color","Documentary","Michael Kloft","","8.4","105","1998","documentary, war","194","1998","http://www.imdb.com/title/tt0243872/"
"1090","tt0110341","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Liberation","Documentary","Arnold Schwartzman","","6.7","100","1994","documentary, history, war","81","1994","http://www.imdb.com/title/tt0110341/"
"1091","tt0369131","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Madventures","TV Series","","","9.3","35","2002","documentary","1962","2002-10-13","http://www.imdb.com/title/tt0369131/"
"1092","tt1270484","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Prehistoric Monsters Revealed","Documentary","Sean Dash","","7.3","","2008","documentary, history","36","2008-07-28","http://www.imdb.com/title/tt1270484/"
"1093","tt1213867","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","National Geographic: Dino Death Trap","Documentary","Jenny Kubo","","7.0","","2007","documentary","23","2007-12-09","http://www.imdb.com/title/tt1213867/"
"1094","tt0389605","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Dinosaur Planet","Mini-Series","","","7.7","50","2003","documentary, animation, family","315","2003-12-14","http://www.imdb.com/title/tt0389605/"
"1095","tt0298673","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Before We Ruled the Earth","TV Series","","","6.7","","2003","documentary","65","2003-02-09","http://www.imdb.com/title/tt0298673/"
"1096","tt0359159","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Dinosaur Hunters","TV Movie","Andrew Piddington","","7.0","120","2002","biography, drama","32","2002-12-30","http://www.imdb.com/title/tt0359159/"
"1097","tt0397820","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Prehistoric Planet","TV Series","","","7.7","30","2002","animation","107","2002-10-05","http://www.imdb.com/title/tt0397820/"
"1098","tt0283245","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Ballad of Big Al","Documentary","","","8.1","29","2000","documentary","701","2000-12-25","http://www.imdb.com/title/tt0283245/"
"1099","tt0380862","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Chased by Dinosaurs","Mini-Series","","","7.7","150","2003","documentary, animation, history","355","2003","http://www.imdb.com/title/tt0380862/"
"1100","tt1918782","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Dino Gangs","Documentary","Tim Walker","","6.3","100","2011","documentary","19","2011","http://www.imdb.com/title/tt1918782/"
"1101","tt0455253","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Future Is Wild","TV Series","","","7.5","25","2003","documentary, animation, sci_fi","482","2003","http://www.imdb.com/title/tt0455253/"
"1102","tt0155478","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Africa's Elephant Kingdom","Documentary","Michael Caulfield","","7.3","40","1998","documentary","82","1998-05-01","http://www.imdb.com/title/tt0155478/"
"1103","tt1574503","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Commanders at War","TV Series","Robert Hartel, Leesa Rumley","7","7.3","","2009","documentary, history, war","80","2009-01-11","http://www.imdb.com/title/tt1574503/"
"1104","tt0425619","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Video Game Revolution","Documentary","","","7.7","","2004","documentary, history","73","2004-09-08","http://www.imdb.com/title/tt0425619/"
"1105","tt1982854","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The (R)evolution of Immortal Technique","Documentary","Cary Stuart","","8.5","60","2011","documentary, biography, music","160","2011","http://www.imdb.com/title/tt1982854/"
"1106","tt0764075","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Lost Worlds, Vanished Lives","TV Series","","","8.5","156","1989","documentary","455","1989-04-23","http://www.imdb.com/title/tt0764075/"
"1107","tt0116859","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Leopard Son","Documentary","Hugo Van Lawick","","7.3","87","1996","documentary","148","1996-09-27","http://www.imdb.com/title/tt0116859/"
"1108","tt0491202","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Truth About Killer Dinosaurs","TV Series","Peter Leonard, Nigel Paterson","","7.2","50","2005","documentary","99","2005-08-31","http://www.imdb.com/title/tt0491202/"
"1109","tt1409667","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Last Chance to See","TV Series","","","8.2","","2009","documentary","329","2009-09-06","http://www.imdb.com/title/tt1409667/"
"1110","tt1976151","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Inside Nature's Giants","TV Series","","","8.8","","2009","documentary","122","2009-06-29","http://www.imdb.com/title/tt1976151/"
"1111","tt1003004","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Johnny Cash: The Last Great American","TV Movie","Chris Rodley","","8.5","59","2004","biography","89","2004-02-26","http://www.imdb.com/title/tt1003004/"
"1112","tt0106855","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Fallen Champ: The Untold Story of Mike Tyson","Documentary","Barbara Kopple","","7.0","93","1993","documentary","132","1993-02-12","http://www.imdb.com/title/tt0106855/"
"1113","tt1313242","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","High: The True Tale of American Marijuana","Documentary","John Holowach","","6.6","90","2008","documentary","129","2008-10-18","http://www.imdb.com/title/tt1313242/"
"1114","tt1332471","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","199 Lives: The Travis Pastrana Story","Documentary","Gregg Godfrey","","8.1","","2008","documentary, sport","256","2008-04-16","http://www.imdb.com/title/tt1332471/"
"1115","tt1186201","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Bulletproof Salesman","Documentary","Petra Epperlein, Michael Tucker","","6.8","70","2008","documentary","251","2008-03","http://www.imdb.com/title/tt1186201/"
"1116","tt1015246","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","War Made Easy: How Presidents & Pundits Keep Spinning Us to Death","Documentary","Loretta Alper, Jeremy Earp","","8.0","73","2007","documentary","997","2007-05-14","http://www.imdb.com/title/tt1015246/"
"1117","tt0828364","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Blood and Oil: The Middle East in World War I","Documentary","Marty Callaghan","","7.7","112","2006","documentary, history, war","107","2006-12-05","http://www.imdb.com/title/tt0828364/"
"1118","tt0948465","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Reel Bad Arabs: How Hollywood Vilifies a People","Documentary","Jeremy Earp, Sut Jhally","","7.7","50","2006","documentary, history, war","448","2006-11-01","http://www.imdb.com/title/tt0948465/"
"1119","tt0410407","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Orwell Rolls in His Grave","Documentary","Robert Kane Pappas","","8.1","84","2003","documentary","1058","2003-10-23","http://www.imdb.com/title/tt0410407/"
"1120","tt1288869","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Genius of Photography","TV Series","","","8.7","","2007","documentary","209","2007-10-23","http://www.imdb.com/title/tt1288869/"
"1121","tt0261639","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","David Frost Interviews Richard Nixon","Documentary","Jørn Winther","","8.1","85","1977","documentary, history","335","1977-05-04","http://www.imdb.com/title/tt0261639/"
"1122","tt1320254","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Presumed Guilty","Documentary","Roberto Hernández, Geoffrey Smith","","8.2","87","2008","documentary","1162","2008-11-21","http://www.imdb.com/title/tt1320254/"
"1123","tt0426823","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","World's Worst Century","TV Series","Rob Coldstream, Peter Nicholson","","6.7","250","2004","documentary","9","2004-09-27","http://www.imdb.com/title/tt0426823/"
"1124","tt0417965","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Michael Jackson's Private Home Movies","Documentary","","","8.7","120","2003","documentary","213","2003-04-24","http://www.imdb.com/title/tt0417965/"
"1125","tt0368083","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Noam Chomsky: Rebel Without a Pause","Documentary","Will Pascoe","6","7.3","74","2003","documentary, war","498","2003-11-26","http://www.imdb.com/title/tt0368083/"
"1126","tt0192519","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Relics: Einstein's Brain","Documentary","Kevin Hull","","7.7","65","1994","documentary","154","1994","http://www.imdb.com/title/tt0192519/"
"1127","tt0254033","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Men Who Killed Kennedy","Mini-Series","","","8.5","","1988","documentary, history","439","1988-10-25","http://www.imdb.com/title/tt0254033/"
"1128","tt1646958","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Autobiography of Nicolae Ceausescu","Documentary","Andrei Ujica","","7.8","180","2010","documentary, biography, history","1111","2010-05-18","http://www.imdb.com/title/tt1646958/"
"1129","tt1382271","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Kosovo: Can You Imagine?","Documentary","Boris Malagurski","","7.2","30","2009","documentary, war","677","2009-03-15","http://www.imdb.com/title/tt1382271/"
"1130","tt0465467","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Frisbee: The Life and Death of a Hippie Preacher","Documentary","David Di Sabatino","","7.3","105","2005","documentary","81","2005-04-24","http://www.imdb.com/title/tt0465467/"
"1131","tt0079763","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Punk in London","Documentary","Wolfgang Büld","","7.4","111","1977","documentary, music","117","1977-12-02","http://www.imdb.com/title/tt0079763/"
"1132","tt0103634","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Aileen Wuornos: The Selling of a Serial Killer","Documentary","Nick Broomfield","","7.1","87","1992","documentary, crime","1554","1992-11","http://www.imdb.com/title/tt0103634/"
"1133","tt0314930","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Yugoslavia: The Avoidable War","Documentary","George Bogdanich","","6.9","165","1999","documentary, war","201","1999-09-18","http://www.imdb.com/title/tt0314930/"
"1134","tt0863037","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","TerrorStorm: A History of Government-Sponsored Terrorism","Documentary","Alex Jones","","7.9","113","2006","documentary","1663","2006-06-24","http://www.imdb.com/title/tt0863037/"
"1135","tt0867134","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Press for Truth","Documentary","Ray Nowosielski","","8.1","85","2006","documentary","504","2006-09-07","http://www.imdb.com/title/tt0867134/"
"1136","tt0436857","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Twist of Faith","Documentary","Kirby Dick","","7.3","87","2004","documentary","655","2004-08-20","http://www.imdb.com/title/tt0436857/"
"1137","tt0239723","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Nirvana Live! Tonight! Sold Out!!","Documentary","Kevin Kerslake","","8.5","90","1994","documentary, music","2046","1994-12-16","http://www.imdb.com/title/tt0239723/"
"1138","tt0117395","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Project Grizzly","Documentary","Peter Lynch","","6.5","72","1996","documentary","487","1996-09-07","http://www.imdb.com/title/tt0117395/"
"1139","tt0186483","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Real Bruce Lee","Documentary","Jim Markovic","","5.6","93","1973","documentary, action, biography","233","1973","http://www.imdb.com/title/tt0186483/"
"1140","tt0439783","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Return to Source: Philosophy & 'The Matrix'","Documentary","Josh Oreck","","8.0","61","2004","documentary","184","2004-12-07","http://www.imdb.com/title/tt0439783/"
"1141","tt0326598","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Lightning Bolt: The Power of Salad","Documentary","Peter Glantz, Nick Noe","","8.3","71","2002","documentary, music","146","2002-06-28","http://www.imdb.com/title/tt0326598/"
"1142","tt0230334","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Instrument","Documentary","Jem Cohen","","8.2","115","2003","documentary","610","2003-12-08","http://www.imdb.com/title/tt0230334/"
"1143","tt0425388","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Ramones Raw","Documentary","John Cafiero","","7.7","105","2004","documentary, music","414","2004-09-28","http://www.imdb.com/title/tt0425388/"
"1144","tt0203667","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Making 'The Shining'","Documentary","Vivian Kubrick","","7.6","35","1980","documentary","1517","1980","http://www.imdb.com/title/tt0203667/"
"1145","tt0126376","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Ladies and Gentlemen, Mr. Leonard Cohen","Documentary","Donald Brittain, Don Owen","","7.4","45","1965","documentary, biography","275","1965","http://www.imdb.com/title/tt0126376/"
"1146","tt0274890","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Star Trek: 30 Years and Beyond","Documentary","Louis J. Horvitz","","7.4","90","1996","documentary","163","1996-10-06","http://www.imdb.com/title/tt0274890/"
"1147","tt0069686","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Men Who Made the Movies: Alfred Hitchcock","Documentary","Richard Schickel","","6.9","57","1973","documentary, biography","277","1973","http://www.imdb.com/title/tt0069686/"
"1148","tt0220292","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Python Night: 30 Years of Monty Python","Documentary","Terry Jones, Elaine Shepherd","","8.2","125","1999","documentary, comedy","535","1999-10-08","http://www.imdb.com/title/tt0220292/"
"1149","tt0202907","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Hitchcock: Shadow of a Genius","Documentary","Ted Haimes","","7.9","101","1999","documentary, biography","489","1999-10-13","http://www.imdb.com/title/tt0202907/"
"1150","tt0342036","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The 'Alien' Saga","Documentary","Brent Zacky","","7.6","108","2002","documentary","323","2002-11-13","http://www.imdb.com/title/tt0342036/"
"1151","tt0823715","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Billy Wilder Speaks","Documentary","Gisela Grischow, Volker Schlöndorff","","7.7","71","2006","documentary","278","2006-06-22","http://www.imdb.com/title/tt0823715/"
"1152","tt0469772","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Bergman Island","Documentary","Marie Nyreröd","","7.9","174","2004","documentary","584","2004-04-08","http://www.imdb.com/title/tt0469772/"
"1153","tt2051824","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Back to Eden","Documentary","Dana Erin Richardson, Sarah Zentz","","8.7","104","2011","documentary, family","94","2011-08-21","http://www.imdb.com/title/tt2051824/"
"1154","tt1440770","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","X Games 3D: The Movie","Documentary","Steve Lawrence","","6.3","92","2009","documentary, sport","281","2009-08-21","http://www.imdb.com/title/tt1440770/"
"1155","tt0997233","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Without the King","Documentary","Michael Skolnik","","7.0","83","2007","documentary","129","2007-04-13","http://www.imdb.com/title/tt0997233/"
"1156","tt0470878","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","On Native Soil","Documentary","Linda Ellman","","7.7","120","2006","documentary","204","2006-08-22","http://www.imdb.com/title/tt0470878/"
"1157","tt0795458","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Saint of 9/11","Documentary","Glenn Holsten","","7.8","90","2006","documentary","180","2006-04-27","http://www.imdb.com/title/tt0795458/"
"1158","tt0833880","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Classic Albums: Queen - The Making of 'A Night at the Opera'","Documentary","Matthew Longfellow","","8.1","100","2006","documentary, music","293","2006-03-21","http://www.imdb.com/title/tt0833880/"
"1159","tt0436039","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","After Innocence","Documentary","Jessica Sanders","","7.8","95","2005","documentary","651","2005-01","http://www.imdb.com/title/tt0436039/"
"1160","tt0302427","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Conscientious Objector","Documentary","Terry Benedict","","8.3","101","2004","documentary, war","177","2004-03","http://www.imdb.com/title/tt0302427/"
"1161","tt0337868","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Beyond the Gates of Splendor","Documentary","Jim Hanon","","7.6","96","2002","documentary","402","2002-09-27","http://www.imdb.com/title/tt0337868/"
"1162","tt0425645","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","What's Love Got to Do with It?","Documentary","Emily Ting","","4.8","30","2002","documentary, romance","10","2002-03-31","http://www.imdb.com/title/tt0425645/"
"1163","tt0202831","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Children of Chabannes","Documentary","Lisa Gossels, Dean Wetherell","","7.9","93","1999","documentary, war","82","1999-06-16","http://www.imdb.com/title/tt0202831/"
"1164","tt0447016","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Emmanuel's Gift","Documentary","Lisa Lax, Nancy Stern","","7.7","80","2005","documentary","167","2005-03-03","http://www.imdb.com/title/tt0447016/"
