"title_imdb","title_type_imdb","directors_imdb","imdb_rating_imdb","runtime_imdb","year_imdb","num_votes_imdb","rel_date_imdb","url_imdb","id_imdb","title_rt","year_rt","genre_rt","mpaa_rating_rt","runtime_rt","the_rel_date_rt","dvd_rel_date_rt","critics_score_rt","critics_rating_rt","audience_score_rt","audience_rating_rt","actor1_rt","actor2_rt","actor3_rt","actor4_rt","actor5_rt","director_rt","studio_rt","url_rt"
"The White Countess","Feature Film","James Ivory",6.7,135,"2005",5258,"2005-10-30","http://www.imdb.com/title/tt0384686/","0384686","The White Countess","2005","Drama","PG-13","135","2005-12-21","2006-05-16",50,"Rotten",49,"Spilled","Ralph Fiennes","Natasha Richardson","Vanessa Redgrave","Lynn Redgrave","Madeleine Potter","James Ivory","Sony Pictures Classics","//www.rottentomatoes.com/m/white_countess/"
"Viva Knievel!","Feature Film","Gordon Douglas",2.7,106,"1977",761,"1977-06","http://www.imdb.com/title/tt0076890/","0076890","Viva Knievel!","1977","Drama","PG","104","1977-07-15","2005-05-31",17,"Rotten",17,"Spilled","Evel Knievel","Lauren Hutton","Gene Kelly","Red Buttons","Leslie Nielsen","Gordon Douglas","WARNER BROTHERS PICTURES","//www.rottentomatoes.com/m/viva_knievel/"
"Zandy's Bride","Feature Film","Jan Troell",6.2,97,"1974",588,"1974-05-19","http://www.imdb.com/title/tt0072435/","0072435","Zandy's Bride (For Better, for Worse)","1974","Western","PG","116","1974-05-19","1993-06-02",-1,NA,56,"Spilled","Gene Hackman","Liv Ullmann","Eileen Heckart","Susan Tyrrell","Samuel Bottoms","Jan Troell","Warner Bros.","//www.rottentomatoes.com/m/zandys_bride/"
"I Shouldn't Be Alive","TV Series","",8.1,60,"2005",1319,"2005-10-28","http://www.imdb.com/title/tt0492429/","0492429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Fantastic Four","Feature Film","Oley Sassone",3.9,90,"1994",3262,"1994","http://www.imdb.com/title/tt0109770/","0109770","Fantastic Four","1994","Action & Adventure","PG","90",NA,NA,29,"Rotten",28,NA,"Michele Brown","Carl Ciarfalio","Ian Trigger","Joseph Culp","George Gaynes","Oley Sassone","New Horizons","//www.rottentomatoes.com/m/10005582-fantastic_four/"
"Rising Sun","Feature Film","Philip Kaufman",6.2,125,"1993",33839,"1993-07-30","http://www.imdb.com/title/tt0107969/","0107969","Rising Sun","1993","Drama","R","129","1993-07-30","2000-06-20",35,"Rotten",40,"Spilled","Sean Connery","Wesley Snipes","Harvey Keitel","Kevin Anderson","Mako","Philip Kaufman","Twentieth Century Fox Home Entertainment","//www.rottentomatoes.com/m/rising_sun/"
"Mojados: Through the Night","Documentary","Tommy Davis",7.3,65,"2004",183,"2004-03-12","http://www.imdb.com/title/tt0400657/","0400657","Mojados: Through the Night","2004","Documentary","Unrated","63","2004-03-12","2005-08-02",73,"Fresh",88,"Upright","Tommy Davis","Guapo","Oso","Tigre","Viejo","Tommy Davis","Diva","//www.rottentomatoes.com/m/mojados_through_the_night_2004/"
"Seven Pounds","Feature Film","Gabriele Muccino",7.7,123,"2008",225130,"2008-12-19","http://www.imdb.com/title/tt0814314/","0814314","Seven Pounds","2008","Drama","PG-13","123","2008-12-19","2009-03-31",27,"Rotten",75,"Upright","Rosario Dawson","Woody Harrelson","Michael Ealy","Barry Pepper","Elpidia Carrillo","Gabriele Muccino","Sony Pictures","//www.rottentomatoes.com/m/seven_pounds/"
"The Littlest Horse Thieves","Feature Film","Charles Jarrott",7,104,"1976",199,"1976-05-26","http://www.imdb.com/title/tt0076320/","0076320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Mothman Prophecies","Feature Film","Mark Pellington",6.5,119,"2002",62241,"2002-01-25","http://www.imdb.com/title/tt0265349/","0265349","The Mothman Prophecies","2002","Mystery & Suspense","PG-13","119","2002-01-25","2002-06-04",52,"Rotten",56,"Spilled","Richard Gere","Laura Linney","Debra Messing","Will Patton","Lucinda Jenney","Mark Pellington","Screen Gems","//www.rottentomatoes.com/m/mothman_prophecies/"
"The Sea Wolves","Feature Film","Andrew V. McLaglen",6.3,120,"1980",2814,"1980-07-03","http://www.imdb.com/title/tt0081470/","0081470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breaking and Entering","Feature Film","Anthony Minghella",6.6,120,"2006",19714,"2006-09-13","http://www.imdb.com/title/tt0443456/","0443456","Breaking and Entering","2007","Drama","R","118","2007-02-16","2007-05-08",34,"Rotten",52,"Spilled","Jude Law","Juliette Binoche","Robin Wright","Martin Freeman","Ray Winstone","Anthony Minghella","The Weinstein Company","//www.rottentomatoes.com/m/breaking_and_entering/"
"Rover Dangerfield","Feature Film","Jim George, Bob Seeley",6,74,"1991",2280,"1991-07-01","http://www.imdb.com/title/tt0102813/","0102813","Rover Dangerfield","1991","Animation","G","74","1991-07-01","1992-02-12",-1,NA,57,"Spilled","Ned Luke","Rodney Dangerfield","Susan Boyd","Ronnie Schell","Shawn Southwic","James L. George","Warner Home Video","//www.rottentomatoes.com/m/rover_dangerfield/"
"Class Reunion","Feature Film","Michael Miller",4.5,84,"1982",1562,"1982-10-29","http://www.imdb.com/title/tt0084395/","0084395","Class Reunion","1982","Comedy","R","85","1982-10-29","2000-02-08",0,"Rotten",40,"Spilled","Gerrit Graham","Michael Lerner","Misty Rowe","Blackie Dammett","Fred McCarren","Michael Miller",NA,"//www.rottentomatoes.com/m/national_lampoons_class_reunion/"
"The English Patient","Feature Film","Anthony Minghella",7.4,162,"1996",137126,"1996-10","http://www.imdb.com/title/tt0116209/","0116209","The English Patient","1996","Drama","R","162","1996-11-15","1998-03-24",84,"Certified Fresh",83,"Upright","Ralph Fiennes","Juliette Binoche","Willem Dafoe","Kristin Scott Thomas","Colin Firth","Anthony Minghella","Miramax Films","//www.rottentomatoes.com/m/english_patient/"
"Heaven & Earth","Feature Film","Oliver Stone",6.8,140,"1993",10468,"1993-12-25","http://www.imdb.com/title/tt0107096/","0107096","Heaven & Earth","1994","Drama","R","143","1994-06-01","2004-10-19",44,"Rotten",72,"Upright","Tommy Lee Jones","Hiep Thi Le","Joan Chen","Dr. Haing S. Ngor","Debbie Reynolds","Oliver Stone","Warner Home Video","//www.rottentomatoes.com/m/1048333-heaven_and_earth/"
"The Last Kiss","Feature Film","Tony Goldwyn",6.5,115,"2006",37770,"2006-09-10","http://www.imdb.com/title/tt0434139/","0434139","The Last Kiss","2006","Drama","R","104","2006-09-15","2006-12-26",46,"Rotten",59,"Spilled","Zach Braff","Jacinda Barrett","Casey Affleck","Rachel Bilson","Michael Weston","Tony Goldwyn","Paramount","//www.rottentomatoes.com/m/last_kiss/"
"Their Eyes Were Watching God","TV Movie","Darnell Martin",6.6,113,"2005",2160,"2005-03-06","http://www.imdb.com/title/tt0406265/","0406265","Oprah Winfrey Presents: Their Eyes Were Watching God","2005","Drama","Unrated","113","2005-03-06","2005-11-29",-1,NA,81,"Upright","Halle Berry","Ruben Santiago-Hudson","Michael Ealy","Nicki Micheaux","Lorraine Toussaint","Darnell Martin","ABC","//www.rottentomatoes.com/m/oprah_winfrey_presents_their_eyes_were_watching_god_2005/"
"Going Greek","Feature Film","Justin Zackham",4.8,90,"2001",1237,"2001-08-04","http://www.imdb.com/title/tt0263386/","0263386","Going Greek","2003","Comedy","R","90","2003-08-26","2003-08-26",-1,NA,66,"Upright","Dylan Bruno","Laura Harris","Simon Rex","Chris Owen","Oliver Hudson","Justin Zackham","Hart Sharp Video","//www.rottentomatoes.com/m/going_greek/"
"Three of Hearts","Feature Film","Yurek Bogayevicz",5.5,102,"1993",1628,"1993-04-30","http://www.imdb.com/title/tt0108334/","0108334","Three of Hearts","1993","Drama","R","101","1993-04-30","2004-05-04",56,"Rotten",38,"Spilled","William Baldwin","Kelly Lynch","Sherilyn Fenn","Joe Pantoliano","Gail Strickland","Yurek Bogayevicz","Sony Pictures Home Entertainment","//www.rottentomatoes.com/m/three_of_hearts/"
"Hubert Selby Jr: It/ll Be Better Tomorrow","Documentary","Michael W. Dean, Kenneth Shiffrin",7.5,79,"2005",271,"2005-09-03","http://www.imdb.com/title/tt0437236/","0437236","Hubert Selby Jr.: It'll Be Better Tomorrow","2006","Documentary","Unrated","79","2006-07-05","2007-03-13",-1,NA,84,"Upright","Robert Downey Jr.","Lou Reed","Ellen Burstyn","Jared Leto","Darren Aronofsky","Kenneth Shiffrin","New Video Group","//www.rottentomatoes.com/m/hubert_selby_jr_itll_be_better_tomorrow/"
"The Domino Principle","Feature Film","Stanley Kramer",5.7,100,"1977",1460,"1977-03-23","http://www.imdb.com/title/tt0075950/","0075950","The Domino Principle","1977","Drama","R","97","1977-07-25",NA,-1,NA,14,"Spilled","Gene Hackman","Candice Bergen","Richard Widmark","Edward Albert","Mickey Rooney","Stanley Kramer","AVCO Embassy Pictures","//www.rottentomatoes.com/m/the_domino_principle/"
"Love Comes Softly","TV Movie","Michael Landon Jr.",7.5,84,"2003",4386,"2003-04-13","http://www.imdb.com/title/tt0345591/","0345591","Love Comes Softly","2003","Drama","Unrated","88","2003-04-13","2004-09-14",-1,NA,87,"Upright","Katherine Heigl","Dale Midkiff","Skye McCole Bartusiak","Corbin Bernsen","Theresa Russell","Michael Landon Jr.","RHI Entertainment","//www.rottentomatoes.com/m/love_comes_softly/"
"The Tortured","Feature Film","Robert Lieberman",5.5,79,"2010",5587,"2010-08-28","http://www.imdb.com/title/tt1017464/","1017464","The Tortured","2012","Mystery & Suspense","R","82","2012-06-15","2012-10-16",6,"Rotten",35,"Spilled","Erika Christensen","Jesse Metcalfe","Bill Moseley","Fulvio Cecere","Bill Lippincott","Robert Lieberman","IFC Films","//www.rottentomatoes.com/m/the_tortured/"
"The Package","Feature Film","Andrew Davis",6.4,108,"1989",6247,"1989-08-25","http://www.imdb.com/title/tt0098051/","0098051","The Package","1989","Mystery & Suspense","R","108","1989-08-25","2001-05-15",64,"Fresh",43,"Spilled","Gene Hackman","Joanna Cassidy","Tommy Lee Jones","John Heard","Kevin Crowley","Andrew Davis","Orion Home Video","//www.rottentomatoes.com/m/package/"
"Happy, Texas","Feature Film","Mark Illsley",6.3,98,"1999",8646,"1999-01","http://www.imdb.com/title/tt0162360/","0162360","Happy, Texas","1999","Comedy","PG-13","104","1999-10-01","2001-10-02",81,"Certified Fresh",54,"Spilled","Jeremy Northam","Steve Zahn","Ally Walker","Illeana Douglas","William H. Macy","Mark Illsley","Miramax Films","//www.rottentomatoes.com/m/happy_texas/"
"Then She Found Me","Feature Film","Helen Hunt",6,100,"2007",8320,"2007-09-07","http://www.imdb.com/title/tt0455805/","0455805","Then She Found Me","2007","Drama","R","100","2007-09-07","2008-09-02",50,"Rotten",44,"Spilled","Helen Hunt","Bette Midler","Colin Firth","Matthew Broderick","Ben Shenkman","Helen Hunt","ThinkFilm","//www.rottentomatoes.com/m/then_she_found_me/"
"Partners","Feature Film","James Burrows",5,93,"1982",855,"1982-04-30","http://www.imdb.com/title/tt0084477/","0084477","Partners","1982","Comedy","R","93","1982-04-30","2008-07-22",-1,NA,33,"Spilled","Ryan O'Neal","John Hurt","Kenneth McMillan","Robyn Douglass","Jay Robinson","James Burrows","Paramount Pictures","//www.rottentomatoes.com/m/1015966-partners/"
"Promises","Documentary","B.Z. Goldberg, Justine Shapiro",8.5,106,"2001",2362,"2001-01-30","http://www.imdb.com/title/tt0282864/","0282864","Promises","2002","Documentary","Unrated","116","2002-03-22","2004-11-16",96,"Certified Fresh",96,"Upright","Yarko","Daniel","Mahmoud","Shlomo","Sanabel Cherqaoui","B.Z. Goldberg","Cowboy Pictures","//www.rottentomatoes.com/m/promises/"
"Tomcats","Feature Film","Gregory Poirier",5.3,95,"2001",15236,"2001-03-30","http://www.imdb.com/title/tt0246989/","0246989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","Documentary","Judith Ehrlich, Rick Goldsmith",7.8,92,"2009",1942,"2009-09-11","http://www.imdb.com/title/tt1319726/","1319726","Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","2009","Documentary","Unrated","93","2009-06-01","2010-07-20",96,"Certified Fresh",89,"Upright","Daniel Ellsberg","Patricia Marx Ellsberg","Richard Falk","Thomas Schelling","Thomas Oliphant","Judith Ehrlich","First Run Features","//www.rottentomatoes.com/m/daniel_ellsberg_doc/"
"Introducing Dorothy Dandridge","TV Movie","Martha Coolidge",7.1,120,"1999",2569,"1999-08-14","http://www.imdb.com/title/tt0172348/","0172348","Introducing Dorothy Dandridge","1999","Drama","R","120",NA,"2000-02-15",83,"Fresh",81,"Upright","Halle Berry","Loretta Devine","LaTanya Richardson","Tamara Taylor","Cynda Williams","Martha Coolidge","HBO Video","//www.rottentomatoes.com/m/introducing_dorothy_dandridge/"
"The Recruit","Feature Film","Roger Donaldson",6.6,115,"2003",110238,"2003-01-25","http://www.imdb.com/title/tt0292506/","0292506","The Recruit","2003","Mystery & Suspense","PG-13","115","2003-01-31","2003-05-27",43,"Rotten",58,"Spilled","Al Pacino","Colin Farrell","Bridget Moynahan","Gabriel Macht","Mike Realba","Roger Donaldson","Touchstone Pictures","//www.rottentomatoes.com/m/recruit/"
"Kent State","TV Movie","James Goldstone",7.1,180,"1981",134,"1981-02-08","http://www.imdb.com/title/tt0082608/","0082608","Kent State","1981","Drama","Unrated","120","1981-06-01",NA,-1,NA,100,"Upright","Jane Fleiss","Talia Balsam","Ellen Barkin","George Coe","Keith Gordon","James Goldstone","MCA Universal Home Video","//www.rottentomatoes.com/m/kent_state/"
"Alvin and the Chipmunks: Chipwrecked","Feature Film","Mike Mitchell",4.4,87,"2011",21501,"2011-12-14","http://www.imdb.com/title/tt1615918/","1615918","Alvin and the Chipmunks: Chipwrecked","2011","Animation","G","90","2011-12-16","2012-03-27",12,"Rotten",52,"Spilled","Jason Lee","Justin Long","Jesse McCartney","Anna Faris","Christina Applegate","Mike Mitchell (VI)","20th Century Fox","//www.rottentomatoes.com/m/alvin_and_the_chipmunks_chipwrecked_2011/"
"The Amazing Screw-On Head","Short Film","Chris Prynoski",8,22,"2006",1505,"2006-08-20","http://www.imdb.com/title/tt0468445/","0468445","Amazing Screw-On Head","2006","Television","Unrated","22","2006-08-20","2007-02-06",-1,NA,88,"Upright","Corey Burton","Paul Giamatti","David Hyde Pierce","Patton Oswalt","Molly Shannon","Chris Prynoski","LionsGate Entertainment","//www.rottentomatoes.com/m/amazing_screw_on_head/"
"The Wonder","Feature Film","Norman Stone",NA,NA,"????",NA,"","http://www.imdb.com/title/tt2374684/","2374684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Thin Blue Line","Documentary","Errol Morris",8.1,103,"1988",14359,"1988-08-25","http://www.imdb.com/title/tt0096257/","0096257","The Thin Blue Line","1988","Documentary","Unrated","101","1988-08-25","2005-07-26",100,"Fresh",90,"Upright","Derek Horton","Ron Thornhill","Marianne Leone","Amanda Caprio","Michael Nicoll","Errol Morris","HBO Video","//www.rottentomatoes.com/m/thin_blue_line/"
"The Cotton Club","Feature Film","Francis Coppola",6.5,127,"1984",12450,"1984-12-10","http://www.imdb.com/title/tt0087089/","0087089","The Cotton Club","1984","Musical & Performing Arts","R","127","1984-12-14","2000-01-19",75,"Fresh",55,"Spilled","Richard Gere","Gregory Hines","Diane Lane","Lonette McKee","James Remar","Francis Ford Coppola","Nelson Entertainment","//www.rottentomatoes.com/m/cotton_club/"
"Lord of the Flies","Feature Film","Harry Hook",6.4,90,"1990",21704,"1990-03-16","http://www.imdb.com/title/tt0100054/","0100054","Lord of the Flies","1989","Drama","R","90","1989-01-01","2001-11-20",63,"Fresh",52,"Spilled","Balthazar Getty","Chris Furrh","Danuel Pipoly","James Badge Dale","Gary Rule","Harry Hook","Nelson Entertainment","//www.rottentomatoes.com/m/lord_of_the_flies/"
"The Fifth Musketeer","Feature Film","Ken Annakin",5.3,116,"1979",506,"1979-04-06","http://www.imdb.com/title/tt0079152/","0079152","The Fifth Musketeer (Behind the Iron Mask) (The 5th Musketeer)","1979","Action & Adventure","PG","90","1979-12-14","2004-07-13",-1,NA,45,"Spilled","Beau Bridges","Sylvia Kristel","Rex Harrison","Ursula Andress","Cornel Wilde","Ken Annakin",NA,"//www.rottentomatoes.com/m/fifth_musketeer/"
"Zenon: Girl of the 21st Century","TV Movie","Kenneth Johnson",6.4,97,"1999",4410,"1999-01-23","http://www.imdb.com/title/tt0186726/","0186726","Zenon: Girl of the 21st Century","1999","Action & Adventure","Unrated","100","1999-01-23","2000-10-17",-1,NA,61,"Upright","Kirsten Storms","Raven","Raven Symone","Gregory Smith","Holly Fulger","Kenneth Johnson","Disney Channel Productions","//www.rottentomatoes.com/m/zenon_girl_of_the_21st_century/"
"The Face of Fear","TV Movie","George McCowan",6.3,75,"1971",39,"1971-10-08","http://www.imdb.com/title/tt0067078/","0067078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Same Time, Next Year","Feature Film","Robert Mulligan",7.2,119,"1978",4375,"1978-11-22","http://www.imdb.com/title/tt0078199/","0078199","Same Time, Next Year","1978","Drama","PG","119","1978-11-22","2004-04-06",40,"Rotten",85,"Upright","Ellen Burstyn","Alan Alda","Ivan Bonar","Bernie Kuby","Cosmo Sardo","Robert Mulligan","Universal Pictures","//www.rottentomatoes.com/m/same_time_next_year/"
"Proof of Life","Feature Film","Taylor Hackford",6.2,135,"2000",48324,"2000-12-04","http://www.imdb.com/title/tt0228750/","0228750","Proof of Life","2000","Drama","R","136","2000-12-08","2001-06-19",40,"Rotten",43,"Spilled","Meg Ryan","Russell Crowe","David Morse","David Caruso","Pamela Reed","Taylor Hackford","Warner Bros. Pictures","//www.rottentomatoes.com/m/proof_of_life/"
"Waking Up in Reno","Feature Film","Jordan Brady",5.5,91,"2002",4768,"2002-10-25","http://www.imdb.com/title/tt0219400/","0219400","Waking Up in Reno","2002","Comedy","R","90","2002-10-25","2003-04-08",13,"Rotten",30,"Spilled","Charlize Theron","Patrick Swayze","Natasha Richardson","Billy Bob Thornton","Chelcie Ross","Jordan Brady","Miramax Films","//www.rottentomatoes.com/m/waking_up_in_reno/"
"Silent Fall","Feature Film","Bruce Beresford",5.9,101,"1994",2944,"1994-10-28","http://www.imdb.com/title/tt0111187/","0111187","Silent Fall","1994","Mystery & Suspense","R","100","1994-10-28","2000-06-13",24,"Rotten",38,"Spilled","Richard Dreyfuss","Ben Faulkner","Linda Hamilton","John Lithgow","J.T. Walsh","Bruce Beresford","Warner Home Video","//www.rottentomatoes.com/m/silent_fall/"
"Rock 'n' Roll High School","Feature Film","Allan Arkush",6.8,93,"1979",6788,"1979-08-04","http://www.imdb.com/title/tt0079813/","0079813","Rock 'n' Roll High School","1979","Comedy","PG","94","1979-08-04","1999-05-02",79,"Fresh",75,"Upright","P.J. Soles","Vincent Van Patten","Clint Howard","Dey Young","Loren Lester","Allan Arkush","New World Pictures","//www.rottentomatoes.com/m/1017745-rock_n_roll_high_school/"
"Twilight Zone: The Movie","Feature Film","Joe Dante, John Landis",6.5,101,"1983",24783,"1983-06-24","http://www.imdb.com/title/tt0086491/","0086491","Twilight Zone---The Movie","1983","Horror","PG","120","1983-06-24","2007-10-09",65,"Fresh",55,"Spilled","Dan Aykroyd","John Lithgow","Nancy Cartwright","Albert Brooks","Vic Morrow","Joe Dante","Warner Bros. Pictures","//www.rottentomatoes.com/m/twilight_zone_the_movie/"
"The Golden Bowl","Feature Film","James Ivory",6,130,"2000",3745,"2000-05-14","http://www.imdb.com/title/tt0200669/","0200669","The Golden Bowl","2000","Drama","R","179","2000-05-14","2001-11-06",54,"Rotten",39,"Spilled","Uma Thurman","Kate Beckinsale","Jeremy Northam","Nick Nolte","Anjelica Huston","James Ivory","Lions Gate Films","//www.rottentomatoes.com/m/golden_bowl/"
